accuracy	0.642896	0.653701	0.639114	0.642355	0.644516	0.633171	0.660724	0.649919	0.642355	0.647218	0.648298	0.648838	0.656402	0.659643	0.658023	0.626688	0.654241	0.655862	0.651540	0.652080	0.645597	0.659643	0.669908	0.649379	0.648838	0.658563	0.641275	0.662345	0.648298	0.641275	0.653701	0.649919	0.647758	0.645597	0.644516	0.641815	0.657482	0.640735	0.633171	0.643976	0.636413	0.629390	0.633171	0.643976	0.655321	0.649379	0.659103	0.661264	0.645597	0.646137	0.648223	0.009025
recall1	0.687373	0.711951	0.684314	0.703297	0.691383	0.661647	0.707171	0.677757	0.671315	0.654867	0.690265	0.692843	0.679764	0.700097	0.716389	0.673347	0.698000	0.694280	0.700916	0.701913	0.687739	0.693060	0.708171	0.674441	0.695146	0.693373	0.698617	0.691542	0.680433	0.679097	0.672870	0.712425	0.671583	0.701010	0.678501	0.698807	0.697652	0.678227	0.708887	0.676923	0.695171	0.679612	0.677866	0.675025	0.693795	0.705765	0.713729	0.701312	0.684000	0.693596	0.690345	0.013907
recall0	0.592635	0.588303	0.583634	0.570588	0.589683	0.600000	0.605667	0.613267	0.608028	0.637890	0.597122	0.596450	0.627851	0.609223	0.586538	0.572098	0.602820	0.609319	0.595622	0.594406	0.591078	0.618357	0.622114	0.618005	0.590743	0.616667	0.572110	0.627660	0.609113	0.594952	0.630120	0.576788	0.618705	0.581882	0.603345	0.573964	0.607961	0.592866	0.548165	0.601726	0.568261	0.566382	0.579261	0.607728	0.611751	0.582249	0.591019	0.615116	0.600470	0.588517	0.597764	0.018579
recall_macro	0.640004	0.650127	0.633974	0.636942	0.640533	0.630823	0.656419	0.645512	0.639672	0.646378	0.643694	0.644646	0.653808	0.654660	0.651464	0.622723	0.650410	0.651800	0.648269	0.648159	0.639409	0.655709	0.665143	0.646223	0.642944	0.655020	0.635363	0.659601	0.644773	0.637025	0.651495	0.644606	0.645144	0.641446	0.640923	0.636386	0.652807	0.635547	0.628526	0.639325	0.631716	0.622997	0.628563	0.641377	0.652773	0.644007	0.652374	0.658214	0.642235	0.641056	0.644055	0.009238
precision1	0.655977	0.660038	0.668582	0.658559	0.663462	0.658342	0.680077	0.697652	0.669980	0.688017	0.676301	0.671484	0.690619	0.690682	0.679702	0.648023	0.673745	0.682832	0.662500	0.666986	0.685115	0.691707	0.700674	0.688492	0.680608	0.685239	0.663227	0.688119	0.679764	0.672498	0.691147	0.663246	0.682318	0.658444	0.674510	0.661336	0.686898	0.680193	0.637868	0.685492	0.651272	0.662879	0.660250	0.667659	0.669284	0.667921	0.685047	0.677388	0.667969	0.671756	0.673638	0.013406
precision0	0.626521	0.645283	0.600991	0.620205	0.620222	0.603529	0.635688	0.591074	0.609467	0.602492	0.612546	0.619926	0.616019	0.619753	0.628057	0.599509	0.629448	0.621951	0.637485	0.632754	0.594022	0.619855	0.630542	0.602610	0.607009	0.625604	0.611465	0.631391	0.609844	0.602190	0.610268	0.631579	0.607059	0.628607	0.607702	0.615482	0.619926	0.590686	0.626474	0.592233	0.616456	0.584906	0.598522	0.615658	0.638221	0.624365	0.623560	0.641212	0.617896	0.612702	0.616219	0.014170
precision_macro	0.641249	0.652660	0.634787	0.639382	0.641842	0.630936	0.657882	0.644363	0.639724	0.645254	0.644423	0.645705	0.653319	0.655218	0.653879	0.623766	0.651597	0.652392	0.649992	0.649870	0.639568	0.655781	0.665608	0.645551	0.643809	0.655422	0.637346	0.659755	0.644804	0.637344	0.650708	0.647413	0.644688	0.643526	0.641106	0.638409	0.653412	0.635440	0.632171	0.638862	0.633864	0.623892	0.629386	0.641659	0.653752	0.646143	0.654303	0.659300	0.642932	0.642229	0.644928	0.009106
f1score1	0.671308	0.685012	0.676357	0.680193	0.677134	0.659990	0.693359	0.687560	0.670647	0.671033	0.683212	0.681996	0.685149	0.695358	0.697563	0.660442	0.685658	0.688509	0.681167	0.684004	0.686424	0.692383	0.704403	0.681394	0.687800	0.689282	0.680462	0.689826	0.680098	0.675781	0.681886	0.686957	0.676908	0.679061	0.676500	0.679555	0.692233	0.679209	0.671505	0.681180	0.672506	0.671141	0.668942	0.671322	0.681319	0.686322	0.699094	0.689142	0.675889	0.682501	0.681734	0.009014
f1score0	0.609107	0.615477	0.592186	0.594363	0.604567	0.601760	0.620314	0.601966	0.608747	0.619685	0.604736	0.607961	0.621879	0.614443	0.606588	0.585483	0.615846	0.615570	0.615843	0.612981	0.592547	0.619105	0.626300	0.610210	0.598765	0.621103	0.591133	0.629520	0.609478	0.598549	0.620036	0.602941	0.612827	0.604343	0.605516	0.593999	0.613886	0.591774	0.584709	0.596942	0.591378	0.575495	0.588734	0.611668	0.624706	0.602572	0.606854	0.627893	0.609058	0.600366	0.606638	0.012155
f1score_macro	0.640207	0.650245	0.634271	0.637278	0.640851	0.630875	0.656837	0.644763	0.639697	0.645359	0.643974	0.644979	0.653514	0.654900	0.652076	0.622963	0.650752	0.652039	0.648505	0.648492	0.639486	0.655744	0.665351	0.645802	0.643283	0.655193	0.635797	0.659673	0.644788	0.637165	0.650961	0.644949	0.644867	0.641702	0.641008	0.636777	0.653059	0.635491	0.628107	0.639061	0.631942	0.623318	0.628838	0.641495	0.653012	0.644447	0.652974	0.658518	0.642474	0.641434	0.644186	0.009242
roc_auc	0.640004	0.650127	0.633974	0.636942	0.640533	0.630823	0.656419	0.645512	0.639672	0.646378	0.643694	0.644646	0.653808	0.654660	0.651464	0.622723	0.650410	0.651800	0.648269	0.648159	0.639409	0.655709	0.665143	0.646223	0.642944	0.655020	0.635363	0.659601	0.644773	0.637025	0.651495	0.644606	0.645144	0.641446	0.640923	0.636386	0.652807	0.635547	0.628526	0.639325	0.631716	0.622997	0.628563	0.641377	0.652773	0.644007	0.652374	0.658214	0.642235	0.641056	0.644055	0.009238
mcc	0.281250	0.302777	0.268760	0.276314	0.282372	0.261759	0.314298	0.289872	0.279395	0.291630	0.288116	0.290349	0.307126	0.309877	0.305333	0.246486	0.302004	0.304191	0.298256	0.298025	0.278977	0.311490	0.330750	0.291773	0.286752	0.310441	0.272702	0.319356	0.289577	0.274368	0.302202	0.292005	0.289832	0.284964	0.282029	0.274787	0.306218	0.270986	0.260671	0.278187	0.265572	0.246888	0.257948	0.283035	0.306524	0.290142	0.306671	0.317512	0.285167	0.283283	0.288980	0.018315
spd	0.122026	0.144475	0.138842	0.164449	0.186851	0.150061	0.120908	0.145773	0.140878	0.167170	0.146435	0.166249	0.177980	0.117692	0.168497	0.143370	0.135278	0.186985	0.128763	0.127372	0.133675	0.123494	0.124090	0.145087	0.120698	0.169071	0.118689	0.148881	0.210958	0.211804	0.125020	0.092713	0.120663	0.145512	0.151707	0.151978	0.110763	0.127855	0.152405	0.132552	0.149681	0.146341	0.143954	0.131426	0.093419	0.160209	0.101453	0.137122	0.141166	0.107584	0.142201	0.025448

