accuracy	0.743333	0.753333	0.720000	0.703333	0.703333	0.730000	0.713333	0.726667	0.736667	0.740000	0.700000	0.703333	0.726667	0.743333	0.726667	0.750000	0.746667	0.703333	0.736667	0.750000	0.693333	0.723333	0.726667	0.726667	0.686667	0.740000	0.726667	0.696667	0.733333	0.716667	0.700000	0.760000	0.756667	0.760000	0.716667	0.726667	0.736667	0.720000	0.726667	0.726667	0.736667	0.726667	0.740000	0.706667	0.746667	0.730000	0.753333	0.713333	0.766667	0.710000	0.727733	0.019014
recall1	0.855140	0.920561	0.880597	0.841860	0.881773	0.885321	0.908629	0.907834	0.914286	0.880734	0.881773	0.925743	0.930693	0.877828	0.882353	0.937500	0.889423	0.860577	0.882353	0.893023	0.833333	0.910798	0.840183	0.893204	0.817308	0.910798	0.873303	0.851675	0.897959	0.856436	0.851485	0.917073	0.898148	0.873171	0.882353	0.866359	0.901408	0.879630	0.897959	0.917874	0.862385	0.882629	0.928230	0.852381	0.920188	0.922330	0.887850	0.871921	0.901869	0.864734	0.886060	0.027356
recall0	0.465116	0.337209	0.393939	0.352941	0.329897	0.317073	0.339806	0.253012	0.322222	0.365854	0.319588	0.244898	0.306122	0.367089	0.395833	0.326087	0.423913	0.347826	0.427083	0.388235	0.444444	0.264368	0.419753	0.361702	0.391304	0.321839	0.316456	0.340659	0.423077	0.428571	0.387755	0.421053	0.392857	0.515789	0.364583	0.361446	0.333333	0.309524	0.403846	0.301075	0.402439	0.344828	0.307692	0.366667	0.321839	0.308511	0.418605	0.381443	0.430233	0.365591	0.363501	0.054325
recall_macro	0.660128	0.628885	0.637268	0.597401	0.605835	0.601197	0.624218	0.580423	0.618254	0.623294	0.600681	0.585320	0.618408	0.622458	0.639093	0.631793	0.656668	0.604202	0.654718	0.640629	0.638889	0.587583	0.629968	0.627453	0.604306	0.616319	0.594879	0.596167	0.660518	0.642504	0.619620	0.669063	0.645503	0.694480	0.623468	0.613903	0.617371	0.594577	0.650903	0.609475	0.632412	0.613728	0.617961	0.609524	0.621013	0.615420	0.653228	0.626682	0.666051	0.615163	0.624780	0.023658
precision1	0.799127	0.775591	0.746835	0.766949	0.733607	0.775100	0.724696	0.760618	0.758893	0.786885	0.730612	0.716475	0.734375	0.795082	0.756303	0.758755	0.777311	0.748954	0.765957	0.786885	0.727273	0.751938	0.796537	0.754098	0.752212	0.766798	0.781377	0.747899	0.745763	0.755459	0.741379	0.773663	0.791837	0.795556	0.746888	0.780083	0.768000	0.766129	0.739496	0.745098	0.793249	0.767347	0.754864	0.758475	0.768627	0.745098	0.791667	0.746835	0.797521	0.752101	0.762046	0.021082
precision0	0.563380	0.630435	0.619048	0.468750	0.571429	0.509804	0.660377	0.512195	0.617021	0.535714	0.563636	0.615385	0.681818	0.517857	0.612903	0.697674	0.629032	0.524590	0.630769	0.589286	0.600000	0.547619	0.492754	0.607143	0.486486	0.595745	0.471698	0.500000	0.687500	0.591549	0.558824	0.701754	0.600000	0.653333	0.593220	0.508475	0.580000	0.500000	0.677419	0.622222	0.523810	0.545455	0.651163	0.515625	0.622222	0.644444	0.600000	0.587302	0.637931	0.548387	0.584064	0.061811
precision_macro	0.681253	0.703013	0.682942	0.617850	0.652518	0.642452	0.692537	0.636406	0.687957	0.661300	0.647124	0.665930	0.708097	0.656470	0.684603	0.728215	0.703172	0.636772	0.698363	0.688085	0.663636	0.649779	0.644645	0.680621	0.619349	0.681272	0.626537	0.623950	0.716631	0.673504	0.650101	0.737708	0.695918	0.724444	0.670054	0.644279	0.674000	0.633065	0.708458	0.683660	0.658529	0.656401	0.703013	0.637050	0.695425	0.694771	0.695833	0.667069	0.717726	0.650244	0.673055	0.030121
f1score1	0.826185	0.841880	0.808219	0.802661	0.800895	0.826552	0.806306	0.827731	0.829374	0.831169	0.799107	0.807775	0.820961	0.834409	0.814480	0.838710	0.829596	0.800895	0.820046	0.836601	0.776699	0.823779	0.817778	0.817778	0.783410	0.832618	0.824786	0.796421	0.814815	0.802784	0.792627	0.839286	0.841649	0.832558	0.808989	0.820961	0.829374	0.818966	0.811060	0.822511	0.826374	0.820961	0.832618	0.802691	0.837607	0.824295	0.837004	0.804545	0.846491	0.804494	0.818990	0.015700
f1score0	0.509554	0.439394	0.481481	0.402685	0.418301	0.390977	0.448718	0.338710	0.423358	0.434783	0.407895	0.350365	0.422535	0.429630	0.481013	0.444444	0.506494	0.418301	0.509317	0.468085	0.510638	0.356589	0.453333	0.453333	0.433735	0.417910	0.378788	0.405229	0.523810	0.497041	0.457831	0.526316	0.474820	0.576471	0.451613	0.422535	0.423358	0.382353	0.506024	0.405797	0.455172	0.422535	0.417910	0.428571	0.424242	0.417266	0.493151	0.462500	0.513889	0.438710	0.445150	0.048529
f1score_macro	0.667870	0.640637	0.644850	0.602673	0.609598	0.608765	0.627512	0.583220	0.626366	0.632976	0.603501	0.579070	0.621748	0.632019	0.647746	0.641577	0.668045	0.609598	0.664681	0.652343	0.643669	0.590184	0.635556	0.635556	0.608573	0.625264	0.601787	0.600825	0.669312	0.649913	0.625229	0.682801	0.658234	0.704514	0.630301	0.621748	0.626366	0.600659	0.658542	0.614154	0.640773	0.621748	0.625264	0.615631	0.630925	0.620781	0.665078	0.633523	0.680190	0.621602	0.632070	0.026142
