accuracy	0.606667	0.713333	0.706667	0.693333	0.700000	0.676667	0.743333	0.696667	0.710000	0.706667	0.690000	0.690000	0.716667	0.746667	0.713333	0.720000	0.713333	0.703333	0.760000	0.753333	0.696667	0.763333	0.710000	0.663333	0.700000	0.713333	0.713333	0.646667	0.710000	0.696667	0.673333	0.753333	0.760000	0.720000	0.673333	0.716667	0.720000	0.670000	0.730000	0.733333	0.686667	0.703333	0.740000	0.683333	0.730000	0.673333	0.706667	0.730000	0.690000	0.716667	0.707667	0.029704
recall1	0.546729	0.728972	0.701493	0.716279	0.699507	0.669725	0.766497	0.645161	0.685714	0.683486	0.640394	0.648515	0.762376	0.778281	0.676471	0.740385	0.649038	0.725962	0.764706	0.734884	0.755208	0.816901	0.689498	0.601942	0.730769	0.699531	0.760181	0.622010	0.642857	0.707921	0.608911	0.814634	0.777778	0.697561	0.607843	0.737327	0.760563	0.652778	0.704082	0.830918	0.701835	0.690141	0.765550	0.709524	0.676056	0.606796	0.700935	0.684729	0.700935	0.719807	0.702802	0.059218
recall0	0.755814	0.674419	0.717172	0.635294	0.701031	0.695122	0.699029	0.831325	0.766667	0.768293	0.793814	0.775510	0.622449	0.658228	0.791667	0.673913	0.858696	0.652174	0.750000	0.800000	0.592593	0.632184	0.765432	0.797872	0.630435	0.747126	0.582278	0.703297	0.836538	0.673469	0.806122	0.621053	0.714286	0.768421	0.812500	0.662651	0.620690	0.714286	0.778846	0.516129	0.646341	0.735632	0.681319	0.622222	0.862069	0.819149	0.720930	0.824742	0.662791	0.709677	0.717634	0.079008
recall_macro	0.651271	0.701695	0.709332	0.675787	0.700269	0.682423	0.732763	0.738243	0.726190	0.725889	0.717104	0.712013	0.692413	0.718254	0.734069	0.707149	0.753867	0.689068	0.757353	0.767442	0.673900	0.724543	0.727465	0.699907	0.680602	0.723328	0.671230	0.662653	0.739698	0.690695	0.707517	0.717843	0.746032	0.732991	0.710172	0.699989	0.690627	0.683532	0.741464	0.673523	0.674088	0.712887	0.723434	0.665873	0.769063	0.712973	0.710932	0.754736	0.681863	0.714742	0.710218	0.028068
precision1	0.847826	0.847826	0.834320	0.832432	0.830409	0.853801	0.829670	0.909091	0.872727	0.886905	0.866667	0.856209	0.806283	0.864322	0.873418	0.836957	0.912162	0.825137	0.866667	0.902857	0.767196	0.844660	0.888235	0.867133	0.817204	0.871345	0.835821	0.828025	0.881119	0.817143	0.866197	0.822660	0.875000	0.866667	0.873239	0.851064	0.830769	0.854545	0.857143	0.792627	0.840659	0.864706	0.846561	0.814208	0.923077	0.880282	0.862069	0.891026	0.837989	0.846591	0.853413	0.030265
precision0	0.401235	0.500000	0.541985	0.469565	0.527132	0.441860	0.610169	0.472603	0.511111	0.477273	0.513333	0.517007	0.559633	0.514851	0.535211	0.534483	0.519737	0.512821	0.600000	0.544000	0.576577	0.585106	0.476923	0.477707	0.508772	0.503876	0.464646	0.447552	0.554140	0.528000	0.500000	0.608247	0.555556	0.540741	0.493671	0.491071	0.514286	0.444444	0.582734	0.578313	0.449153	0.492308	0.558559	0.478632	0.520833	0.487342	0.492063	0.555556	0.471074	0.532258	0.515483	0.045653
precision_macro	0.624530	0.673913	0.688152	0.650999	0.678771	0.647831	0.719920	0.690847	0.691919	0.682089	0.690000	0.686608	0.682958	0.689587	0.704314	0.685720	0.715950	0.668979	0.733333	0.723429	0.671886	0.714883	0.682579	0.672420	0.662988	0.687610	0.650234	0.637789	0.717630	0.672571	0.683099	0.715454	0.715278	0.703704	0.683455	0.671068	0.672527	0.649495	0.719938	0.685470	0.644906	0.678507	0.702560	0.646420	0.721955	0.683812	0.677066	0.723291	0.654532	0.689424	0.684448	0.025224
f1score1	0.664773	0.783920	0.762162	0.770000	0.759358	0.750643	0.796834	0.754717	0.768000	0.772021	0.736544	0.738028	0.783715	0.819048	0.762431	0.785714	0.758427	0.772379	0.812500	0.810256	0.761155	0.830549	0.776350	0.710602	0.771574	0.776042	0.796209	0.710383	0.743363	0.758621	0.715116	0.818627	0.823529	0.772973	0.716763	0.790123	0.794118	0.740157	0.773109	0.811321	0.765000	0.767624	0.804020	0.758270	0.780488	0.718391	0.773196	0.774373	0.763359	0.778068	0.768699	0.032449
f1score0	0.524194	0.574257	0.617391	0.540000	0.601770	0.540284	0.651584	0.602620	0.613333	0.588785	0.623482	0.620408	0.589372	0.577778	0.638655	0.596154	0.647541	0.574163	0.666667	0.647619	0.584475	0.607735	0.587678	0.597610	0.563107	0.601852	0.516854	0.547009	0.666667	0.591928	0.617188	0.614583	0.625000	0.634783	0.614173	0.564103	0.562500	0.547945	0.666667	0.545455	0.530000	0.589862	0.613861	0.541063	0.649351	0.611111	0.584906	0.663900	0.550725	0.608295	0.596729	0.039623
f1score_macro	0.594483	0.679089	0.689777	0.655000	0.680564	0.645464	0.724209	0.678669	0.690667	0.680403	0.680013	0.679218	0.686543	0.698413	0.700543	0.690934	0.702984	0.673271	0.739583	0.728938	0.672815	0.719142	0.682014	0.654106	0.667340	0.688947	0.656531	0.628696	0.705015	0.675274	0.666152	0.716605	0.724265	0.703878	0.665468	0.677113	0.678309	0.644051	0.719888	0.678388	0.647500	0.678743	0.708941	0.649666	0.714919	0.664751	0.679051	0.719137	0.657042	0.693181	0.682714	0.027703
roc_auc	0.651271	0.701695	0.709332	0.675787	0.700269	0.682423	0.732763	0.738243	0.726190	0.725889	0.717104	0.712013	0.692413	0.718254	0.734069	0.707149	0.753867	0.689068	0.757353	0.767442	0.673900	0.724543	0.727465	0.699907	0.680602	0.723328	0.671230	0.662653	0.739698	0.690695	0.707517	0.717843	0.746032	0.732991	0.710172	0.699989	0.690627	0.683532	0.741464	0.673523	0.674088	0.712887	0.723434	0.665873	0.769063	0.712973	0.710932	0.754736	0.681863	0.714742	0.710218	0.028068
